lat,lon,data,anno,localita,area,vittime,vittime_civili,tipo_violenza,attore_a,attore_b,precisione_geo
32.0,35.25,1989-01-16,1989,West Bank,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
32.50812,35.22766,1989-03-19,1989,Silat al-Harithiyah village,West Bank,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.42507,34.3734,1989-03-19,1989,Gaza Strip,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
32.31847,35.05926,1989-03-22,1989,Tulkarm refugee camp,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.08194,35.18222,1989-03-30,1989,Salfit town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,2
31.42507,34.3734,1989-04-01,1989,Gaza Strip,Gaza Strip,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.42507,34.3734,1989-04-01,1989,Gaza Strip,Gaza Strip,0,0,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.42507,34.3734,1989-04-01,1989,Gaza Strip,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
32.21986,35.29744,1989-04-01,1989,Askar refugee camp,West Bank,0,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.78333,35.21667,1989-04-10,1989,Jerusalem city,Jerusalem district,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.90256,35.19555,1989-04-16,1989,Ramallah town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.40079,35.06708,1989-04-16,1989,As-Samu town,West Bank,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.42507,34.3734,1989-04-17,1989,Gaza Strip,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.42507,34.3734,1989-04-26,1989,Gaza Strip,Gaza Strip,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,4
32.0,35.25,1989-04-26,1989,West Bank,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.42507,34.3734,1989-05-03,1989,Gaza Strip,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,4
31.78333,35.21667,1989-05-03,1989,Jerusalem city,Jerusalem district,2,2,Violenza unilaterale contro civili,PIJ,Civilians,1
31.297,34.24344,1989-05-07,1989,Rafah town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.51667,34.45,1989-05-11,1989,Gaza town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.52935,35.0938,1989-05-11,1989,Hebron town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.51667,34.45,1989-05-12,1989,Gaza town,Gaza Strip,0,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.0,35.25,1989-05-16,1989,West Bank,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.42507,34.3734,1989-05-16,1989,Gaza Strip,Gaza Strip,3,3,Violenza unilaterale contro civili,Government of Israel,Civilians,4
32.0,35.25,1989-05-16,1989,West Bank,West Bank,3,3,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.28537,34.25186,1989-05-19,1989,Rafah refugee camp,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.90256,35.19555,1989-06-04,1989,Ramallah town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.28537,34.25186,1989-06-16,1989,Rafah refugee camp,Gaza Strip,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.21986,35.29744,1989-07-06,1989,Askar refugee camp,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.80376,35.10251,1989-07-06,1989,Kiryat Ye'Arim town,Jerusalem district,16,16,Violenza unilaterale contro civili,PIJ,Civilians,2
31.90256,35.19555,1989-07-10,1989,Ramallah town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,1
32.0,35.25,1989-07-10,1989,West Bank,West Bank,5,5,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.42507,34.3734,1989-07-19,1989,Gaza Strip,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.53491,34.44662,1989-08-09,1989,al-Shati refugee camp,Gaza Strip,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.53639,34.49454,1989-08-20,1989,Jabaliyah refugee camp,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.0,35.25,1989-08-21,1989,West Bank,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.51667,34.45,1989-08-23,1989,Gaza town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.4575,35.5561,1989-09-02,1989,Kfar Ruppin kibbutz,Northern district,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP-GC,1
32.0,35.25,1989-09-11,1989,West Bank,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.5,34.75,1989-09-11,1989,Israel,n/d,3,3,Violenza unilaterale contro civili,Government of Israel,Civilians,6
31.42583,34.34056,1989-09-14,1989,Deir al-Balah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.21992,35.26362,1989-09-15,1989,Nablus town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.21992,35.26362,1989-10-08,1989,Nablus town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.90256,35.19555,1989-10-12,1989,Ramallah town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,2
31.53491,34.44662,1989-10-12,1989,al-Shati refugee camp,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.71495,35.18711,1989-10-13,1989,Beit Jala village,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.52935,35.0938,1989-10-14,1989,Hebron town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.42507,34.3734,1989-10-15,1989,Gaza Strip,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
31.51667,34.45,1989-10-20,1989,Gaza town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.0,35.25,1989-11-09,1989,West Bank,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,4
32.21992,35.26362,1989-11-09,1989,Nablus town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.51667,34.45,1989-11-13,1989,Gaza town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.86801,35.22847,1989-11-14,1989,Qalandiya refugee camp,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.5,34.75,1989-11-14,1989,Israel,n/d,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,6
32.21992,35.26362,1989-11-23,1989,Nablus town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,2
32.21992,35.26362,1989-12-01,1989,Nablus town,West Bank,4,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.28537,34.25186,1989-12-01,1989,Rafah refugee camp,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.90514,35.21496,1989-12-22,1989,al-Bireh town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,2
31.70487,35.20376,1989-12-28,1989,Bethlehem town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.42507,34.3734,1990-01-04,1990,Gaza Strip,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
32.31037,35.02863,1990-01-07,1990,Tulkarm town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,2
32.03233,35.10329,1990-01-08,1990,Beit Rima village,West Bank,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.21992,35.26362,1990-01-23,1990,Nablus town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.21992,35.26362,1990-01-23,1990,Nablus town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.78333,35.21667,1990-03-10,1990,Jerusalem city,Jerusalem district,0,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.83806,35.44172,1990-03-11,1990,Aqabat Jaber refugee camp,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.21992,35.26362,1990-03-22,1990,Nablus town,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.98972,35.30889,1990-03-29,1990,Kafr Malek town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.90256,35.19555,1990-04-05,1990,Ramallah town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.34929,34.29336,1990-04-18,1990,Khan Younis refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.62139,35.10222,1990-04-22,1990,Beit Ummar village,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.53491,34.44662,1990-04-22,1990,al-Shati refugee camp,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.40955,35.28088,1990-04-26,1990,Qabatiya town,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.34929,34.29336,1990-05-02,1990,Khan Younis refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34444,34.30306,1990-05-02,1990,Khan Younis town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.31847,35.05926,1990-05-05,1990,Tulkarm refugee camp,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.58029,35.10178,1990-05-20,1990,Halhul village,West Bank,2,2,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.21992,35.26362,1990-06-05,1990,Nablus town,West Bank,0,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.53491,34.44662,1990-06-10,1990,al-Shati refugee camp,Gaza Strip,0,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.21992,35.26362,1990-06-11,1990,Nablus town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.78333,35.21667,1990-06-20,1990,Jerusalem city,Jerusalem district,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.44578,35.18183,1990-08-10,1990,Ya'bad village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.0,35.25,1990-09-01,1990,West Bank,West Bank,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,4
31.28537,34.25186,1990-09-16,1990,Rafah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.34929,34.29336,1990-10-14,1990,Khan Younis refugee camp,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.78333,35.21667,1990-10-21,1990,Jerusalem city,Jerusalem district,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.31037,35.02863,1990-10-30,1990,Tulkarm town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.85714,35.46032,1990-11-08,1990,Jericho town,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,2
29.55,34.95,1990-11-25,1990,Eilat town,Southern district,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,2
32.46111,35.3,1990-11-30,1990,Jenin refugee camp,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.20944,35.33167,1990-12-03,1990,Salim village,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.11417,35.0775,1990-12-12,1990,Biddya village,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.06667,34.78333,1990-12-14,1990,Tel Aviv town,Tel Aviv district,3,3,Violenza unilaterale contro civili,Hamas,Civilians,1
31.64233,35.10043,1990-12-24,1990,Khirbet Safa village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.64233,35.10043,1990-12-24,1990,Khirbet Safa village,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.28537,34.25186,1990-12-29,1990,Rafah refugee camp,Gaza Strip,5,1,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.21992,35.26362,1991-01-01,1991,Nablus town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,2
32.29399,35.34437,1991-01-05,1991,Faraa refugee camp,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.51667,34.45,1991-01-15,1991,Gaza town,Gaza Strip,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.21992,35.26362,1991-03-07,1991,Nablus town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.42167,35.52444,1991-03-11,1991,Tirat Zvi kibbutz,Northern district,6,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
32.45,34.91667,1991-03-20,1991,Hadera town,Haifa district,1,0,Violenza unilaterale contro civili,PIJ,Civilians,1
32.59,35.55278,1991-04-15,1991,Neveh Ur kibbtz,Northern district,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.59,35.55278,1991-04-17,1991,Neveh Ur kibbtz,Northern district,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.297,34.24344,1991-04-24,1991,Rafah town,Gaza Strip,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.23025,35.24956,1991-05-10,1991,Ein Beit al-Ma'a refugee camp,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.28537,34.25186,1991-05-15,1991,Rafah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.28537,34.25186,1991-05-15,1991,Rafah refugee camp,Gaza Strip,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.45943,35.30086,1991-05-18,1991,Jenin town,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,2
31.5353,34.53579,1991-05-18,1991,Beit Hanoun town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.94412,35.29258,1991-05-26,1991,Dura al-Qara village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.68917,35.18611,1991-07-06,1991,Artas village,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.42507,34.3734,1991-07-14,1991,Gaza Strip,Gaza Strip,1,0,Violenza unilaterale contro civili,Hamas,Civilians,4
32.45943,35.30086,1991-07-18,1991,Jenin town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.90256,35.19555,1991-07-27,1991,Ramallah town,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,2
31.53491,34.44662,1991-08-05,1991,al-Shati refugee camp,Gaza Strip,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.53491,34.44662,1991-08-05,1991,al-Shati refugee camp,Gaza Strip,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.33775,35.41678,1991-08-18,1991,Aqabah village,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.0,35.25,1991-09-08,1991,West Bank,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,4
32.45943,35.30086,1991-09-08,1991,Jenin town,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.45943,35.30086,1991-09-15,1991,Jenin governorate,West Bank,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,3
32.0,35.25,1991-09-22,1991,West Bank,West Bank,1,0,Violenza tra gruppi non statali,Fatah,Hamas,4
32.49056,35.40083,1991-09-25,1991,Faqqua village,West Bank,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.20641,35.28658,1991-10-06,1991,Balata refugee camp,West Bank,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.70487,35.20376,1991-10-09,1991,Bethlehem town,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,2
31.53639,34.49454,1991-10-10,1991,Jabaliyah refugee camp,Gaza Strip,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.06667,34.78333,1991-10-11,1991,Tel Aviv town,Tel Aviv district,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.16144,35.28639,1991-11-01,1991,Awarta village,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.40444,35.20333,1991-11-05,1991,Arraba village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
30.5,34.917,1991-11-11,1991,Negev desert,Southern district,4,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,5
32.45943,35.30086,1991-11-14,1991,Jenin town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.31037,35.02863,1991-12-27,1991,Tulkarm town,West Bank,1,0,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.31037,35.02863,1991-12-31,1991,Tulkarm town,West Bank,1,0,Violenza tra gruppi non statali,Fatah,Hamas,1
32.45943,35.30086,1992-01-03,1992,Jenin town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,2
31.42507,34.3734,1992-02-03,1992,Gaza Strip,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,4
32.51944,35.15361,1992-02-15,1992,Umm al-Fahm town,Haifa district,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,2
33.06033,35.24888,1992-02-21,1992,Gornot HaGalil settlement,Northern district,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hezbollah,1
32.17139,34.90833,1992-02-21,1992,Kfar Saba town,Central district,1,1,Violenza unilaterale contro civili,PIJ,Civilians,1
31.34444,34.30306,1992-03-05,1992,Khan Younis town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,2
31.28537,34.25186,1992-03-10,1992,Rafah refugee camp,Gaza Strip,1,0,Violenza tra gruppi non statali,Fatah,Hamas,1
32.40955,35.28088,1992-03-12,1992,Qabatiya town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.21986,35.29744,1992-03-15,1992,Askar refugee camp,West Bank,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.05,34.75,1992-03-17,1992,Jaffa town,Tel Aviv district,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
32.05,34.75,1992-03-17,1992,Jaffa town,Tel Aviv district,0,0,Violenza unilaterale contro civili,PIJ,Civilians,1
32.05,34.75,1992-03-17,1992,Jaffa town,Tel Aviv district,0,0,Violenza unilaterale contro civili,Hamas,Civilians,1
32.31037,35.02863,1992-03-22,1992,Tulkarm town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,2
32.52389,35.205,1992-03-28,1992,Rummaneh village,West Bank,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.52389,35.205,1992-04-02,1992,Rummaneh village,West Bank,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
30.5,34.917,1992-04-10,1992,Negev desert,Southern district,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,5
31.34444,34.30306,1992-04-15,1992,Khan Younis town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,2
32.45943,35.30086,1992-04-29,1992,Jenin governorate,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,3
30.89096,34.47548,1992-05-05,1992,Ketziot prison camp,Southern district,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,1992-05-15,1992,Gaza town,Gaza Strip,1,1,Violenza unilaterale contro civili,Hamas,Civilians,1
31.5464,34.49514,1992-05-17,1992,Beit Lahiya town,Gaza Strip,1,1,Violenza unilaterale contro civili,Hamas,Civilians,1
31.51667,34.45,1992-05-24,1992,Gaza town,Gaza Strip,4,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
29.55,34.95,1992-05-30,1992,Eilat town,Southern district,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34929,34.29336,1992-06-04,1992,Khan Younis refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,1
31.34444,34.30306,1992-06-13,1992,Khan Younis town,Gaza Strip,2,2,Violenza unilaterale contro civili,Hamas,Civilians,1
32.50812,35.22766,1992-06-18,1992,Silat al-Harithiyah village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.34444,34.30306,1992-06-22,1992,Khan Younis town,Gaza Strip,1,1,Violenza unilaterale contro civili,Hamas,Civilians,1
32.40444,35.20333,1992-06-25,1992,Arraba village,West Bank,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.70487,35.20376,1992-07-03,1992,Bethlehem town,West Bank,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.53491,34.44662,1992-07-07,1992,al-Shati refugee camp,Gaza Strip,1,1,Violenza tra gruppi non statali,Fatah,Hamas,1
32.32389,35.22222,1992-07-14,1992,Jaba village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.45943,35.30086,1992-07-22,1992,Jenin town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.34444,34.30306,1992-07-27,1992,Khan Younis town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,1
31.34929,34.29336,1992-08-02,1992,Khan Younis refugee camp,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.3659,35.51446,1992-08-04,1992,Mehola settlement,West Bank,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
32.52389,35.205,1992-08-15,1992,Rummaneh village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.45943,35.30086,1992-08-25,1992,Jenin town,West Bank,4,1,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.78333,35.21667,1992-09-22,1992,Jerusalem city,Jerusalem district,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.40955,35.28088,1992-10-03,1992,Qabatiya town,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.34929,34.29336,1992-10-13,1992,Khan Younis refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.85343,35.23337,1992-10-23,1992,Al-Ram village,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.52935,35.0938,1992-10-25,1992,Hebron town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
33.2075,35.56972,1992-10-27,1992,Kiryat Shmona town,Northern district,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hezbollah,1
31.34444,34.30306,1992-10-31,1992,Khan Younis town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34444,34.30306,1992-11-11,1992,Khan Younis town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,2
32.50812,35.22766,1992-11-20,1992,Silat al-Harithiyah village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
32.40444,35.20333,1992-11-21,1992,Arraba village,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.34444,34.30306,1992-12-05,1992,Khan Younis town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,2
31.47319,34.49782,1992-12-07,1992,Nahal Oz town,Southern district,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.35931,35.21978,1992-12-11,1992,Anzah village,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.52935,35.0938,1992-12-12,1992,Hebron town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.0,35.25,1992-12-14,1992,West Bank,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,4
31.62311,35.13672,1992-12-18,1992,Al-Arroub refugee camp,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.34444,34.30306,1992-12-23,1992,Khan Younis town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.51667,34.45,1992-12-26,1992,Gaza town,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
31.78333,35.21667,1993-01-03,1993,Jerusalem city,Jerusalem district,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.48649,35.23527,1993-01-11,1993,Al-Yamun town,West Bank,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.45943,35.30086,1993-01-14,1993,Jenin governorate,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,3
31.78861,34.79222,1993-01-30,1993,Ganei Tal settlement,Central district,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.43953,34.40294,1993-02-05,1993,Al-Burayij refugee camp,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.51667,34.45,1993-02-18,1993,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.37009,35.10749,1993-02-18,1993,Illar town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.53639,34.49454,1993-03-20,1993,Jabaliyah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,1993-03-24,1993,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.45,34.91667,1993-03-30,1993,Hadera town,Haifa district,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34278,34.32534,1993-04-08,1993,Bani Suheila village,Gaza Strip,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.3659,35.51446,1993-04-16,1993,Mehola settlement,West Bank,2,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.51667,34.45,1993-04-20,1993,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.43953,34.40294,1993-05-03,1993,Al-Burayij refugee camp,Gaza Strip,4,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
31.42136,34.38538,1993-05-04,1993,Maghazi refugee camp,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Fatah,1
30.88598,34.42257,1993-05-08,1993,Nitzana settlement,Southern district,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.14608,34.29646,1993-05-10,1993,Egypt-Israel border,n/d,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,5
31.52935,35.0938,1993-05-19,1993,Hebron town,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
